"genes","logFC","logCPM","LR","PValue","FDR"
"dp_gene2932",3.71797089430251,4.28758874443689,20.6279061998633,5.57771386561346e-06,0.000365568437401275
"dp_gene5787",3.72055888465847,4.99076256789243,20.6118719212871,5.62462388302928e-06,0.000366974894884159
"dp_gene13949",5.86187976216547,5.56872415888055,20.5985127114608,5.66400996056034e-06,0.000367879998294232
"dp_gene17243",5.86200812154886,3.325677042239,20.5873610475612,5.69709958119744e-06,0.000368369860364511
"dp_gene9566",3.41422873947699,4.86675297149496,20.520810353747,5.89864489267227e-06,0.000379698931729649
"dp_gene11458",-1.85970692949405,6.13647624093233,20.5005974009582,5.9612642822775e-06,0.000382024309716264
"dp_gene4634",-2.29012438039757,5.18240295273146,20.4594288352359,6.09087497001008e-06,0.000388603213241484
"dp_gene16339",-1.87607968465058,7.29280709683555,20.4415489988185,6.14804337992524e-06,0.000390522632137189
"dp_gene15731",5.8389655391288,4.05268293219682,20.2891277600765,6.65778356619335e-06,0.00041989540726585
"dp_gene2458",5.82986726067357,3.31472364303404,20.2859919704612,6.66870436672998e-06,0.00041989540726585
"dp_gene15691",-1.80054998615292,7.24327483969308,20.2114778582287,6.93356689070261e-06,0.000434674352161048
"dp_gene12719",5.81357446129084,6.55815291475202,20.1268086982597,7.24736741278198e-06,0.000452380046428153
"dp_gene18618",5.8200721967249,3.31237902999485,20.104571623225,7.33212061504301e-06,0.000455697617018557
"dp_gene8693",5.82393658870863,3.56864184787037,20.0493232959139,7.54702332786544e-06,0.000467040898560051
"dp_gene1435",2.7597287752597,5.68267267399297,20.0160744286197,7.67938963115351e-06,0.000473201363639327
"dp_gene19393",-2.38532680282098,5.06245882575141,19.8689192365305,8.29378261397413e-06,0.000506811016788251
"dp_gene13689",-1.66533038011672,10.4738588704959,19.8686099693438,8.29512448588856e-06,0.000506811016788251
"dp_gene14117",-5.35892672418624,3.02953280802164,19.8411033861078,8.41534810058493e-06,0.000509835732194682
"dp_gene16636",-5.35892672418624,5.46753724310156,19.8411033861078,8.41534810058494e-06,0.000509835732194682
"dp_gene21580",-5.35754335854885,3.85337475719086,19.8292222624228,8.46781670643043e-06,0.000510867987824353
"dp_gene7731",-2.41976308099988,4.75421950217355,19.7932944829433,8.62848522504518e-06,0.00051839220191636
"dp_gene10368",2.07676815878213,7.92461553348449,19.6379606818028,9.35911549973869e-06,0.000559954715314242
"dp_gene9661",-1.71727460752429,7.64366327969267,19.6268984722459,9.41345775040629e-06,0.000560878707864084
"dp_gene19147",-2.52041517628058,4.90235648720925,19.5902458436095,9.59578501178481e-06,0.000569389399526441
"dp_gene20893",2.99513893668818,4.56156483767465,19.4789082290736,1.01716659776101e-05,0.000601087097258854
"dp_gene476",3.6371123671844,3.85367024071306,19.437864438348,1.03926076710213e-05,0.000611636775544719
"dp_gene13701",-1.67482652890589,9.80507628431898,19.3942764438107,1.06325239441623e-05,0.000623212856710878
"dp_gene2695",-1.77521605889037,6.71522659354916,19.3106666373891,1.1108404993148e-05,0.000648470006462354
"dp_gene9008",-1.71891567754245,7.042402343511,19.3024250246264,1.11564565167634e-05,0.000648648977883919
